[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
5100,Einkauf von Roh-- Hilfs- und Betriebsstoffen,Einkauf von Roh-- Hilfs- und Betriebsstoffen,Expense,,,No,,K5GVA21,,,,,,,,,,
5190,Energiestoffe (Fertigung),Energiestoffe (Fertigung),Expense,,,No,,K5GVA21,,,,,,,,,,
5200,Wareneingang,Received products/services from vendors,Expense,,Yes,No,NOTINVOICEDRECEIPTS_ACCT,K5GVA21,,,,,,,,,,
5300,Wareneingang 7 % Vorsteuer,Wareneingang 7 % Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5340,Wareneingang 16 % Vorsteuer,Wareneingang 16 % Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5400,Wareneingang 19 % Vorsteuer,Wareneingang 16% Vorsteuer,Expense,,Yes,No,DEFAULT_ACCT,5200,,,,,,,,,,
5401,* Produkt Ausgaben,Default Product or Service costs (I.e. not on inventory),Expense,,Yes,No,P_EXPENSE_ACCT,5200,,,,,,,,,,
5402,* Produkt Vertriebsausgaben,Cost of Goods Sold,Expense,,Yes,No,P_COGS_ACCT,5200,,,,,,,,,,
5403,* Konto Kasse Aufwand,Default other expense for petty cash transactions,Expense,,Yes,No,CB_EXPENSE_ACCT,5200,,,,,,,,,,
5420,Innergemeinschaftlicher Erwerb 7% Vorsteuer und 7% Umsatzsteuer,Innergemeinschaftlicher Erwerb 7% Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5425,Innergemeinschaftlicher Erwerb 19% Vorsteuer und 19% Umsatzsteuer,Innergemeinschaftlicher Erwerb 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5430,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug- 7% Umsatzsteuer,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug- 7% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5433,Innergemeinschaftlicher Erwerb 16% Vorsteuer und 16% Umsatzsteuer,Innergemeinschaftlicher Erwerb 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5435,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug und 19% Umsatzsteuer,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug und 19% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5436,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug und 16% Umsatzsteuer,Innergemeinschaftlicher Erwerb ohne Vorsteuerabzug und 16% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5440,Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 19% Vorsteuer und 19% Umsatzsteuer,Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5441,Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 16% Vorsteuer und 16% Umsatzsteuer,Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5500,Wareneingang 5 % Vorsteuer,Wareneingang 5 % Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5505,Wareneingang 5-5 % Vorsteuer,Wareneingang 5-5 % Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5530,Wareneingang 9 % Vorsteuer,Wareneingang 9 % Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5540,Wareneingang 10-7 % Vorsteuer,Wareneingang 10-7 % Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5550,Steuerfreier innergemeinschaftlicher Erwerb,Steuerfreier innergemeinschaftlicher Erwerb,Expense,,,No,,5200,,,,,,,,,,
5559,Steuerfreie Einfuhren,Steuerfreie Einfuhren,Expense,,,No,,5200,,,,,,,,,,
5560,Waren aus einem Umsatzsteuerlager- § 13a UStG 7% Vorsteuer und 7% Umsatzsteuer,Waren aus einem Umsatzsteuerlager- § 13a UStG 7% Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5565,Waren aus einem Umsatzsteuerlager- § 13a UStG 19% Vorsteuer und 19% Umsatzsteuer,Waren aus einem Umsatzsteuerlager- § 13a UStG 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5566,Waren aus einem Umsatzsteuerlager- § 13a UStG 16% Vorsteuer und 16% Umsatzsteuer,Waren aus einem Umsatzsteuerlager- § 13a UStG 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5600,Nicht abziehbare Vorsteuer ,Nicht abziehbare Vorsteuer ,Expense,,,No,,5200,,,,,,,,,,
5610,Nicht abziehbare Vorsteuer 7%,Nicht abziehbare Vorsteuer 7%,Expense,,,No,,5200,,,,,,,,,,
5650,Nicht abziehbare Vorsteuer 16%,Nicht abziehbare Vorsteuer 16%,Expense,,,No,,5200,,,,,,,,,,
5660,Nicht abziehbare Vorsteuer 19%,Nicht abziehbare Vorsteuer 19%,Expense,,,No,,5200,,,,,,,,,,
5700,Nachlässe,Nachlässe,Expense,,,No,,5200,,,,,,,,,,
5710,Nachlässe 7 % Vorsteuer ,Nachlässe 7 % Vorsteuer ,Expense,,,No,,5200,,,,,,,,,,
5720,Nachlässe 19 % Vorsteuer ,Nachlässe 19 % Vorsteuer ,Expense,,,No,,5200,,,,,,,,,,
5722,Nachlässe 16 % Vorsteuer ,Nachlässe 16 % Vorsteuer ,Expense,,,No,,5200,,,,,,,,,,
5723,Nachlässe 15 % Vorsteuer ,Nachlässe 15 % Vorsteuer ,Expense,,,No,,5200,,,,,,,,,,
5724,Nachlässe aus innergemeinschaftlichem Erwerb 7% Vorsteuer und 7% Umsatzsteuer,Nachlässe aus innergemeinschaftlichem Erwerb 7% Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5725,Nachlässe aus innergemeinschaftlichem Erwerb 19% Vorsteuer und 19% Umsatzsteuer,Nachlässe aus innergemeinschaftlichem Erwerb 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5726,Nachlässe aus innergemeinschaftlichem Erwerb 16% Vorsteuer und 16% Umsatzsteuer,Nachlässe aus innergemeinschaftlichem Erwerb 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5727,Nachlässe aus innergemeinschaftlichem Erwerb 15% Vorsteuer und 15% Umsatzsteuer,Nachlässe aus innergemeinschaftlichem Erwerb 15% Vorsteuer und 15% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5730,Erhaltene Skonti ,Erhaltene Skonti ,Expense,,,No,,5200,,,,,,,,,,
5731,Erhaltene Skonti 7% Vorsteuer,Erhaltene Skonti 7% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5735,Erhaltene Skonti 16% Vorsteuer,Erhaltene Skonti 16% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5736,Erhaltene Skonti 19% Vorsteuer,Granted early payment discount from vendors,Revenue,,Yes,No,PAYDISCOUNT_REV_ACCT,5200,,,,,,,,,,
5745,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb ,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb ,Expense,,,No,,5200,,,,,,,,,,
5746,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7% Vorsteuer und 7% Umsatzsteuer,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7% Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5748,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19% Vorsteuer und 19% Umsatzsteuer,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5749,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 16% Vorsteuer und 16% Umsatzsteuer,Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,5200,,,,,,,,,,
5750,Erhaltene Boni 7% Vorsteuer,Erhaltene Boni 7% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5760,Erhaltene Boni 19% Vorsteuer,Erhaltene Boni 19% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5764,Erhaltene Boni 16% Vorsteuer,Erhaltene Boni 16% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5769,Erhaltene Boni ,Erhaltene Boni ,Expense,,,No,,5200,,,,,,,,,,
5770,Erhaltene Rabatte,Received Trade Discounts (corrects Product expense),Revenue,,Yes,No,P_TRADEDISCOUNTREC_ACCT,5200,,,,,,,,,,
5780,Erhaltene Rabatte 7% Vorsteuer,Erhaltene Rabatte 7% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5790,Erhaltene Rabatte 19% Vorsteuer,Erhaltene Rabatte 19% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5794,Erhaltene Rabatte 16% Vorsteuer,Erhaltene Rabatte 16% Vorsteuer,Expense,,,No,,5200,,,,,,,,,,
5800,Bezugsnebenkosten,Bezugsnebenkosten,Expense,,Yes,No,P_COSTADJUSTMENT_ACCT,5200,,,,,,,,,,
5820,Leergut,Leergut,Expense,,,No,,5200,,,,,,,,,,
5840,Zölle und Einfuhrabgaben,Zölle und Einfuhrabgaben,Expense,,,No,,5200,,,,,,,,,,
5860,Verrechnete Stoffkosten (Gegenkonto 5000-99),Verrechnete Stoffkosten (Gegenkonto 5000-99),Expense,,,No,,5200,,,,,,,,,,
5880,Bestandsveränderungen Roh-- Hilfs- und Betriebsstoffe/Waren,Bestandsveränderungen Roh-- Hilfs- und Betriebsstoffe/Waren,Expense,,,No,,5200,,,,,,,,,,
K5GVA3,Aufwendungen für bezogene Leistungen,Aufwendungen für bezogene Leistungen,Expense,,,Yes,,K5GVA,,,,,K5GVA3,Bestandsveränderungen Roh-- Hilfs- und Betriebsstoffe/Waren,,,,
K5GVA31,Aufwendungen für bezogene Leistungen,Aufwendungen für bezogene Leistungen,Expense,,,Yes,,K5GVA3,,,,,,,,,,
5900,Fremdleistungen,Fremdleistungen,Expense,,,No,,K5GVA31,,,,,,,,,,
K5GVA4,Umsätze- für die als Leistungsempfänger die Steuer nach § 13b Abs. 2 UStG geschuldet wird,Umsätze- für die als Leistungsempfänger die Steuer nach § 13b Abs. 2 UStG geschuldet wird,Expense,,,Yes,,K5GVA,,,,,K5GVA4,Umsätze- für die als Leistungsempfänger die Steuer nach § 13b Abs. 2 UStG geschuldet wird,,,,
K5GVA41,Aufwendungen für bezogene Leistungen,Aufwendungen für bezogene Leistungen,Expense,,,Yes,,K5GVA4,,,,,,,,,,
5910,Bauleistungen eines im Inland ansässigen Unternehmers 7% Vorsteuer und 7% Umsatzsteuer,Bauleistungen eines im Inland ansässigen Unternehmers 7% Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5915,Leistungen eines im Ausland ansässigen Unternehmers 7% Vorsteuer und 7% Umsatzsteuer,Leistungen eines im Ausland ansässigen Unternehmers 7% Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5920,Bauleistungen eines im Inland ansässigen Unternehmers 19% Vorsteuer und 19% Umsatzsteuer,Bauleistungen eines im Inland ansässigen Unternehmers 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5922,Bauleistungen eines im Inland ansässigen Unternehmers 16% Vorsteuer und 16% Umsatzsteuer,Bauleistungen eines im Inland ansässigen Unternehmers 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5925,Leistungen eines im Ausland ansässigen Unternehmers 19% Vorsteuer und 19% Umsatzsteuer,Leistungen eines im Ausland ansässigen Unternehmers 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5927,Leistungen eines im Ausland ansässigen Unternehmers 16% Vorsteuer und 16% Umsatzsteuer,Leistungen eines im Ausland ansässigen Unternehmers 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5930,Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7% Umsatzsteuer,Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5935,Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7% Umsatzsteuer,Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5940,Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19% Umsatzsteuer,Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5942,Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 16% Umsatzsteuer,Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5945,Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19% Umsatzsteuer,Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5947,Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 16% Umsatzsteuer,Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5950,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird,Expense,,,No,,K5GVA41,,,,,,,,,,
5951,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19% Vorsteuer und 19% Umsatzsteuer,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19% Vorsteuer und 19% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5952,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 16% Vorsteuer und 16% Umsatzsteuer,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 16% Vorsteuer und 16% Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
5953,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer,Erhaltene Skonti aus Leistungen- für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer,Expense,,,No,,K5GVA41,,,,,,,,,,
K6GVA1,Personalaufwand,Personalaufwand,Expense,,,Yes,,K6GVA,,,,,K6GVA1,Personalaufwand,,,,
K6GVA11,Löhne und Gehälter,Löhne und Gehälter,Expense,,,Yes,,K6GVA1,,,,,,,,,,
6000,Löhne und Gehälter,Default employee expemses,Expense,,Yes,No,E_EXPENSE_ACCT,K6GVA11,,,,,,,,,,
6010,Löhne ,Löhne ,Expense,,,No,,K6GVA11,,,,,,,,,,
6020,Gehälter,Gehälter,Expense,,,No,,K6GVA11,,,,,,,,,,
6024,Geschäftsführergehälter der GmbH-Gesellschafter,Geschäftsführergehälter der GmbH-Gesellschafter,Expense,,,No,,K6GVA11,,,,,,,,,,
6026,Tantiemen,Tantiemen,Expense,,,No,,K6GVA11,,,,,,,,,,
6027,Geschäftsführergehälter ,Geschäftsführergehälter ,Expense,,,No,,K6GVA11,,,,,,,,,,
6028,Vergütungen an angestellte Mitunternehmer § 15 EStG,Vergütungen an angestellte Mitunternehmer § 15 EStG,Expense,,,No,,K6GVA11,,,,,,,,,,
6030,Aushilfslöhne,Aushilfslöhne,Expense,,,No,,K6GVA11,,,,,,,,,,
6040,Pauschale Steuer für Aushilfen,Pauschale Steuer für Aushilfen,Expense,,,No,,K6GVA11,,,,,,,,,,
6045,Bedienungsgelder,Bedienungsgelder,Expense,,,No,,K6GVA11,,,,,,,,,,
6050,Ehegattengehalt,Ehegattengehalt,Expense,,,No,,K6GVA11,,,,,,,,,,
6060,Freiwillige soziale Aufwendungen- lohnsteuerpflichtig,Freiwillige soziale Aufwendungen- lohnsteuerpflichtig,Expense,,,No,,K6GVA11,,,,,,,,,,
6069,Pauschale Steuer auf sonstige Bezüge (z.B. Fahrkosten Zuschüsse),Pauschale Steuer auf sonstige Bezüge (z.B. Fahrkosten Zuschüsse),Expense,,,No,,K6GVA11,,,,,,,,,,
6070,Krankengeldzuschüsse,Krankengeldzuschüsse,Expense,,,No,,K6GVA11,,,,,,,,,,
6075,Zuschüsse der Agenturen für Arbeit (Haben),Zuschüsse der Agenturen für Arbeit (Haben),Expense,,,No,,K6GVA11,,,,,,,,,,
6080,Vermögenswirksame Leistungen,Vermögenswirksame Leistungen,Expense,,,No,,K6GVA11,,,,,,,,,,
6090,Fahrkostenerstattung Wohnung/Arbeitsstätte,Fahrkostenerstattung Wohnung/Arbeitsstätte,Expense,,,No,,K6GVA11,,,,,,,,,,
K6GVA12,Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung,Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung,Expense,,,Yes,,K6GVA1,,,,,,,,,,
6100,Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung,Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung,Expense,,,Yes,,K6GVA12,,,,,,,,,,
6110,Gesetzliche soziale Aufwendungen,Gesetzliche soziale Aufwendungen,Expense,,,No,,6100,,,,,,,,,,
6118,Gesetzliche soziale Aufwendungen für Mitunternehmer § 15 EStG,Gesetzliche soziale Aufwendungen für Mitunternehmer § 15 EStG,Expense,,,No,,6100,,,,,,,,,,
6120,Beiträge zur Berufsgenossenschaft,Beiträge zur Berufsgenossenschaft,Expense,,,No,,6100,,,,,,,,,,
6130,Freiwillige soziale Aufwendungen- lohnsteuerfrei,Freiwillige soziale Aufwendungen- lohnsteuerfrei,Expense,,,No,,6100,,,,,,,,,,
6140,Aufwendungen für Altersversorgung,Aufwendungen für Altersversorgung,Expense,,,No,,6100,,,,,,,,,,
6147,Pauschale Steuer auf sonstige Bezüge (z.B. Direktversicherungen),Pauschale Steuer auf sonstige Bezüge (z.B. Direktversicherungen),Expense,,,No,,6100,,,,,,,,,,
6148,Aufwendungen für Altersversorgung für Mitunternehmer § 15 EStG,Aufwendungen für Altersversorgung für Mitunternehmer § 15 EStG,Expense,,,No,,6100,,,,,,,,,,
6150,Versorgungskassen,Versorgungskassen,Expense,,,No,,6100,,,,,,,,,,
6160,Aufwendungen für Unterstützung,Aufwendungen für Unterstützung,Expense,,,No,,6100,,,,,,,,,,
6170,Sonstige soziale Abgaben,Sonstige soziale Abgaben,Expense,,,No,,6100,,,,,,,,,,
K6GVA2,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Expense,,,Yes,,K6GVA,,,,,K6GVA2,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,,,,
K6GVA21,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Expense,,,Yes,,K6GVA2,,,,,,,,,,
6200,Abschreibungen auf immaterielle Vermögensgegenstände,Abschreibungen auf immaterielle Vermögensgegenstände,Expense,,,No,,K6GVA21,,,,,,,,,,
6205,Abschreibungen auf den Geschäfts- oder Firmenwert,Abschreibungen auf den Geschäfts- oder Firmenwert,Expense,,,No,,K6GVA21,,,,,,,,,,
6210,Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände,Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände,Expense,,,No,,K6GVA21,,,,,,,,,,
6220,Abschreibungen auf Sachanlagen (ohne AfA auf Kfz und Gebäude),Abschreibungen auf Sachanlagen (ohne AfA auf Kfz und Gebäude),Expense,,,No,,K6GVA21,,,,,,,,,,
6221,Abschreibungen auf Gebäude,Abschreibungen auf Gebäude,Expense,,,No,,K6GVA21,,,,,,,,,,
6222,Abschreibungen auf Kfz,Abschreibungen auf Kfz,Expense,,,No,,K6GVA21,,,,,,,,,,
6223,Abschreibungen auf Gebäudeteil des häuslischen Arbeitszimmers,Abschreibungen auf Gebäudeteil des häuslischen Arbeitszimmers,Expense,,,No,,K6GVA21,,,,,,,,,,
6230,Außerplanmäßige Abschreibungen auf Sachanlagen,Außerplanmäßige Abschreibungen auf Sachanlagen,Expense,,,No,,K6GVA21,,,,,,,,,,
6231,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude,Expense,,,No,,K6GVA21,,,,,,,,,,
6232,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung des Kfz,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung des Kfz,Expense,,,No,,K6GVA21,,,,,,,,,,
6233,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter,Expense,,,No,,K6GVA21,,,,,,,,,,
6240,Abschreibungen auf Sachanlagen auf Grund steuerlicher Sondervorschriften ,Abschreibungen auf Sachanlagen auf Grund steuerlicher Sondervorschriften ,Expense,,,No,,K6GVA21,,,,,,,,,,
6241,Sonderabschreibungen nach § 7g Abs. 1 u. 2 EStG (ohne Kfz),Sonderabschreibungen nach § 7g Abs. 1 u. 2 EStG (ohne Kfz),Expense,,,No,,K6GVA21,,,,,,,,,,
6242,Sonderabschreibungen nach § 7g Abs. 1 u. 2 EStG (für Kfz),Sonderabschreibungen nach § 7g Abs. 1 u. 2 EStG (für Kfz),Expense,,,No,,K6GVA21,,,,,,,,,,
6250,Kaufleasing,Kaufleasing,Expense,,,No,,K6GVA21,,,,,,,,,,
6260,Sofortabschreibungen geringwertiger Wirtschaftsgüter,Sofortabschreibungen geringwertiger Wirtschaftsgüter,Expense,,,No,,K6GVA21,,,,,,,,,,
6262,Abschreibungen auf aktivierte- geringwertige Wirtschaftsgüter,Abschreibungen auf aktivierte- geringwertige Wirtschaftsgüter,Expense,,,No,,K6GVA21,,,,,,,,,,
6266,Außerplanmaßige Abschreibungen auf aktivierte- geringwertige Wirtschaftsgüter,Außerplanmaßige Abschreibungen auf aktivierte- geringwertige Wirtschaftsgüter,Expense,,,No,,K6GVA21,,,,,,,,,,
6268,Abschreibungen auf Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Abschreibungen auf Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Expense,,,No,,K6GVA21,,,,,,,,,,
6269,Abschreibungen auf Aufwendungen für die Währungsumstellung auf den Euro,Abschreibungen auf Aufwendungen für die Währungsumstellung auf den Euro,Expense,,,No,,K6GVA21,,,,,,,,,,
K6GVA3,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens- soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens- soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,Expense,,,Yes,,K6GVA,,,,,K6GVA3,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens- soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,,,,
K6GVA31,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens- soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens- soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,Expense,,,Yes,,K6GVA3,,,,,,,,,,
6270,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens (soweit unüblich hoch),Abschreibungen auf Vermögensgegenstände des Umlaufvermögens (soweit unüblich hoch),Expense,,,No,,K6GVA31,,,,,,,,,,
6272,Abschreibungen auf Umlaufvermögen- steuerrechtlich bedingt (soweit unüblich hoch),Abschreibungen auf Umlaufvermögen- steuerrechtlich bedingt (soweit unüblich hoch),Expense,,,No,,K6GVA31,,,,,,,,,,
