[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
4676,Reisekosten Unternehmer übernachtungsaufwand,Reisekosten Unternehmer übernachtungsaufwand,Expense,,,No,,K4GVA31,,,,,,,,,,
4678,Fahrten zwischen Wohnung und Arbeitstätte (abziehbarer Anteil),Fahrten zwischen Wohnung und Arbeitstätte (abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4679,Fahrten zwischen Wohnung und Arbeitstätte (nicht abziehbarer Anteil),Fahrten zwischen Wohnung und Arbeitstätte (nicht abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4680,Fahrten zwischen Wohnung und Arbeitstätte (Haben),Fahrten zwischen Wohnung und Arbeitstätte (Haben),Expense,,,No,,K4GVA31,,,,,,,,,,
4700,Kosten der Warenabgabe,Kosten der Warenabgabe,Expense,,,No,,K4GVA31,,,,,,,,,,
4710,Verpackungsmaterial,Verpackungsmaterial,Expense,,,No,,K4GVA31,,,,,,,,,,
4730,Ausgangsfrachten,Ausgangsfrachten,Expense,,,No,,K4GVA31,,,,,,,,,,
4750,Transportversicherungen,Transportversicherungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4760,Verkaufsprovisionen,Verkaufsprovisionen,Expense,,,No,,K4GVA31,,,,,,,,,,
4780,Fremdarbeiten (Vertrieb),Fremdarbeiten (Vertrieb),Expense,,,No,,K4GVA31,,,,,,,,,,
4790,Aufwand für Gewährleistungen,Aufwand für Gewährleistungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4800,Reparaturen und Instandhaltungen von technischen Anlagen und Maschinen,Reparaturen und Instandhaltungen von technischen Anlagen und Maschinen,Expense,,,No,,K4GVA31,,,,,,,,,,
4805,Reparaturen und Instandhaltungen von anderen Anlagen und Betriebs- und Geschäftsaustattung,Reparaturen und Instandhaltungen von anderen Anlagen und Betriebs- und Geschäftsaustattung,Expense,,,No,,K4GVA31,,,,,,,,,,
4806,Wartungskosten für Hard- und Software,Wartungskosten für Hard- und Software,Expense,,,No,,K4GVA31,,,,,,,,,,
4809,Sonstige Reparaturen und Instandhaltungen,Sonstige Reparaturen und Instandhaltungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4810,Mietleasing,Mietleasing,Expense,,,No,,K4GVA31,,,,,,,,,,
4814,Gewerbesteuerlich zu berücksichtigendes Mietleasing § 8 GewStG,Gewerbesteuerlich zu berücksichtigendes Mietleasing § 8 GewStG,Expense,,,No,,K4GVA31,,,,,,,,,,
K4GVA34,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen sowie auf aktivierte Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Expense,,,Yes,,K4GVA3,,,,,,,,,,
4815,Kaufleasing,Kaufleasing,Expense,,,No,,K4GVA34,,,,,,,,,,
4820,Abschreibung auf Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Abschreibung auf Aufwendungen für die Ingangsetzung und Erweiterung des Geschäftsbetriebs,Expense,,,No,,K4GVA34,,,,,,,,,,
4821,Abschreibung auf Aufwendungen für die Währungsumstellung auf den Euro,Abschreibung auf Aufwendungen für die Währungsumstellung auf den Euro,Expense,,,No,,K4GVA34,,,,,,,,,,
4822,Abschreibung auf immaterielle Vermögensgegenstände,Abschreibung auf immaterielle Vermögensgegenstände,Expense,,,No,,K4GVA34,,,,,,,,,,
4824,Abschreibung auf den Geschäfts- oder Firmenwert,Abschreibung auf den Geschäfts- oder Firmenwert,Expense,,,No,,K4GVA34,,,,,,,,,,
4826,Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände,Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände,Expense,,,No,,K4GVA34,,,,,,,,,,
4830,Abschreibungen auf Sachanlagen (ohne AfA auf Kfz und Gebäude),Abschreibungen auf Sachanlagen (ohne AfA auf Kfz und Gebäude),Expense,,,No,,K4GVA34,,,,,,,,,,
4831,Abschreibungen auf Gebäude,Abschreibungen auf Gebäude,Expense,,,No,,K4GVA34,,,,,,,,,,
4832,Abschreibungen auf Kfz,Abschreibungen auf Kfz,Expense,,,No,,K4GVA34,,,,,,,,,,
4833,Abschreibungen auf Gebäudeanteil des häuslichen Arbeitszimmers,Abschreibungen auf Gebäudeanteil des häuslichen Arbeitszimmers,Expense,,,No,,K4GVA34,,,,,,,,,,
4840,Außerplanmäßige Abschreibungen auf Sachanlagen,Außerplanmäßige Abschreibungen auf Sachanlagen,Expense,,,No,,K4GVA34,,,,,,,,,,
4841,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude,Expense,,,No,,K4GVA34,,,,,,,,,,
4842,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung des Kfz,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung des Kfz,Expense,,,No,,K4GVA34,,,,,,,,,,
4843,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter,Absetzung für Außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter,Expense,,,No,,K4GVA34,,,,,,,,,,
4850,Abschreibungen auf Sachanlagen auf Grund steuerlich Sondervorschriften,Abschreibungen auf Sachanlagen auf Grund steuerlich Sondervorschriften,Expense,,,No,,K4GVA34,,,,,,,,,,
4851,Sonderabschreibungen nach § 7g Abs. 1 und 2 EStG (ohne Kfz),Sonderabschreibungen nach § 7g Abs. 1 und 2 EStG (ohne Kfz),Expense,,,No,,K4GVA34,,,,,,,,,,
4852,Sonderabschreibungen nach § 7g Abs. 1 und 2 EStG (für Kfz),Sonderabschreibungen nach § 7g Abs. 1 und 2 EStG (für Kfz),Expense,,,No,,K4GVA34,,,,,,,,,,
4855,Sofortabschreibung geringwertiger Wirtschaftsgüter,Sofortabschreibung geringwertiger Wirtschaftsgüter,Expense,,,No,,K4GVA34,,,,,,,,,,
4860,Abschreibungen auf aktivierte geringwertiger Wirtschaftsgüter,Abschreibungen auf aktivierte geringwertiger Wirtschaftsgüter,Expense,,,No,,K4GVA34,,,,,,,,,,
4865,Außerplanmäßige Abschreibungen auf aktivierte geringwertiger Wirtschaftsgüter,Außerplanmäßige Abschreibungen auf aktivierte geringwertiger Wirtschaftsgüter,Expense,,,No,,K4GVA34,,,,,,,,,,
K4GVA35,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens,Expense,,,Yes,,K4GVA3,,,,,,,,,,
4870,Abschreibungen auf Finanzanlagen,Abschreibungen auf Finanzanlagen,Expense,,,No,,K4GVA35,,,,,,,,,,
4871,Abschreibungen auf Finanzanlagen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Abschreibungen auf Finanzanlagen 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K4GVA35,,,,,,,,,,
4872,Abschreibungen auf Grund von Verlustanteilen an Mitunternehmerschaften § 8 GewStG,Abschreibungen auf Grund von Verlustanteilen an Mitunternehmerschaften § 8 GewStG,Expense,,,No,,K4GVA35,,,,,,,,,,
4873,Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K4GVA35,,,,,,,,,,
4874,Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften,Abschreibungen auf Finanzanlagen auf Grund steuerlicher Sondervorschriften,Expense,,,No,,K4GVA35,,,,,,,,,,
4875,Abschreibungen auf Wertpapiere des Umlaufvermögens,Abschreibungen auf Wertpapiere des Umlaufvermögens,Expense,,,No,,K4GVA35,,,,,,,,,,
4876,Abschreibungen auf Wertpapiere des Umlaufvermögens 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Abschreibungen auf Wertpapiere des Umlaufvermögens 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K4GVA35,,,,,,,,,,
4879,Vorwegnahme künftiger Wertschwankungen bei Wertpapieren des Umlaufvermögens,Vorwegnahme künftiger Wertschwankungen bei Wertpapieren des Umlaufvermögens,Expense,,,No,,K4GVA35,,,,,,,,,,
K4GVA36,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,Abschreibungen auf Vermögensgegenstände des Umlaufvermögens soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten,Expense,,,Yes,,K4GVA3,,,,,,,,,,
4880,Abschreibungen auf Umlaufvermögen ohne Wertpapiere (soweit unübliche Höhe),Abschreibungen auf Umlaufvermögen ohne Wertpapiere (soweit unübliche Höhe),Expense,,,No,,K4GVA36,,,,,,,,,,
4882,Abschreibungen auf Umlaufvermögen steuerrechtlich bedingt (soweit unübliche Höhe),Abschreibungen auf Umlaufvermögen steuerrechtlich bedingt (soweit unübliche Höhe),Expense,,,No,,K4GVA36,,,,,,,,,,
4885,Vorwegnahme künftiger Wertschwankungen im Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens,Vorwegnahme künftiger Wertschwankungen im Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens,Expense,,,No,,K4GVA31,,,,,,,,,,
4886,Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens (soweit übliche Höhe),Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens (soweit übliche Höhe),Expense,,,No,,K4GVA31,,,,,,,,,,
4887,Abschreibungen auf Umlaufvermögen steuerrechtlich bedingt (soweit übliche Höhe),Abschreibungen auf Umlaufvermögen steuerrechtlich bedingt (soweit übliche Höhe),Expense,,,No,,K4GVA31,,,,,,,,,,
4890,Vorwegnahme künftiger Wertschwankungen im Umlaufvermögen (soweit unübliche Höhe),Vorwegnahme künftiger Wertschwankungen im Umlaufvermögen (soweit unübliche Höhe),Expense,,,No,,K4GVA36,,,,,,,,,,
4900,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,Yes,No,CH_EXPENSE_ACCT,K4GVA31,,,,,,,,,,
4905,Sonstige Aufwendungen betrieblich und regelmäßig,Sonstige Aufwendungen betrieblich und regelmäßig,Expense,,,No,,K4GVA31,,,,,,,,,,
4909,Fremdleistungen / Fremarbeiten,Fremdleistungen / Fremarbeiten,Expense,,,No,,K4GVA31,,,,,,,,,,
4910,Porto,Porto,Expense,,,No,,K4GVA31,,,,,,,,,,
4920,Telefon,Telefon,Expense,,,No,,K4GVA31,,,,,,,,,,
4925,Telefax und Internetkosten,Telefax und Internetkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4930,Bürobedarf,Bürobedarf,Expense,,,No,,K4GVA31,,,,,,,,,,
4940,Zeitschriften Bücher,Zeitschriften Bücher,Expense,,,No,,K4GVA31,,,,,,,,,,
4945,Fortbildungskosten,Fortbildungskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4946,Freiwillige Sozialleistungen,Freiwillige Sozialleistungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4948,Vergütungen an Mitunternehmer § 15 EStG,Vergütungen an Mitunternehmer § 15 EStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4949,Haftungsvergütung an Mitunternehmer § 15 EStG,Haftungsvergütung an Mitunternehmer § 15 EStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4950,Rechts- und Beratungskosten,Rechts- und Beratungskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4955,Buchführungskosten,Buchführungskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4957,Abschluss- und Prüfungskosten,Abschluss- und Prüfungskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4960,Mieten für Einrichtungen,Mieten für Einrichtungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4965,Mietleasing,Mietleasing,Expense,,,No,,K4GVA31,,,,,,,,,,
4966,Gewerbesteuerlich zu berücksichtigendes Mietleasing § 8 GewStG,Gewerbesteuerlich zu berücksichtigendes Mietleasing § 8 GewStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4968,Gewerbesteuerlich zu berücksichtigendes Mietleasing für Einrichtungen § 8 GewStG,Gewerbesteuerlich zu berücksichtigendes Mietleasing für Einrichtungen § 8 GewStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4969,Aufwendungen für Abraum- und Abfallbeseitigung,Aufwendungen für Abraum- und Abfallbeseitigung,Expense,,,No,,K4GVA31,,,,,,,,,,
4970,Nebenkosten des Geldverkehrs,Nebenkosten des Geldverkehrs,Expense,,Yes,No,B_EXPENSE_ACCT,K4GVA31,,,,,,,,,,
4975,Aufwendungen aus Anteilen an Kapitalgesellschaften 100% / 50% nicht abzugsfähig (inländische Kap. Ges),Aufwendungen aus Anteilen an Kapitalgesellschaften 100% / 50% nicht abzugsfähig (inländische Kap. Ges),Expense,,,No,,K4GVA31,,,,,,,,,,
4976,Aufwendungen aus der Veräußerung von Anteilen an Kapitalgesellschaften 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Aufwendungen aus der Veräußerung von Anteilen an Kapitalgesellschaften 100% / 50% nicht abzugsfähig (inländische Kap. Ges.),Expense,,,No,,K4GVA31,,,,,,,,,,
4980,Betriebsbedarf,Betriebsbedarf,Expense,,,No,,K4GVA31,,,,,,,,,,
4985,Werkzeuge und Kleingeräte,Werkzeuge und Kleingeräte,Expense,,,No,,K4GVA31,,,,,,,,,,
K4GVA4,Kalkulatorische Kosten,Kalkulatorische Kosten,Expense,,,Yes,,K4GVA,,,,,,,,,,
K4GVA41,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,,Yes,,K4GVA4,,,,,,,,,,
4990,Kalkulatorischer Unternehmerlohn,Kalkulatorischer Unternehmerlohn,Expense,,,No,,K4GVA41,,,,,,,,,,
4991,Kalkulatorische Miete und Pacht,Kalkulatorische Miete und Pacht,Expense,,,No,,K4GVA41,,,,,,,,,,
4992,Kalkulatorische Zinsen,Kalkulatorische Zinsen,Expense,,,No,,K4GVA41,,,,,,,,,,
4993,Kalkulatorische Abschreibungen,Kalkulatorische Abschreibungen,Expense,,,No,,K4GVA41,,,,,,,,,,
4994,Kalkulatorische Wagnisse,Kalkulatorische Wagnisse,Expense,,,No,,K4GVA41,,,,,,,,,,
4995,Kalkulatorischer Lohn für unentgeltliche Mitarbeiter,Kalkulatorischer Lohn für unentgeltliche Mitarbeiter,Expense,,,No,,K4GVA41,,,,,,,,,,
K4GVA5,Kosten bei Anwendung des Umsatzkostenverfahren,Kosten bei Anwendung des Umsatzkostenverfahren,Expense,,,Yes,,K4GVA,,,,,,,,,,
K4GVA51,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,,Yes,,K4GVA5,,,,,,,,,,
4996,Herstellungskosten,Herstellungskosten,Expense,,,No,,K4GVA51,,,,,,,,,,
4997,Verwaltungskosten,Verwaltungskosten,Expense,,,No,,K4GVA51,,,,,,,,,,
4998,Vertriebskosten,Vertriebskosten,Expense,,,No,,K4GVA51,,,,,,,,,,
4999,Gegenkonto 4996 - 4998,Gegenkonto 4996 - 4998,Expense,,,No,,K4GVA51,,,,,,,,,,
K7BA01,Unfertige Erzeugnisse und Leistungen,Unfertige Erzeugnisse und Leistungen,Asset,,,Yes,,K7BA,,,,,,,,,,
7000,Unfertige Erzeugnisse und Leistungen (Bestand),Unfertige Erzeugnisse und Leistungen (Bestand),Asset,,Yes,No,NOTINVOICEDRECEIVABLES_ACCT,K7BA01,,,,,,,,,,
7050,Unfertige Erzeugnisse (Bestand),Unfertige Erzeugnisse (Bestand),Asset,,,No,,7000,,,,,,,,,,
7080,Unfertige Leistungen (Bestand),Unfertige Leistungen (Bestand),Asset,,,No,,7000,,,,,,,,,,
K7BA02,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,Yes,,K7BA,,,,,,,,,,
7090,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,No,,K7BA02,,,,,,,,,,
K7BA03,In Arbeit befindliche Aufträge,In Arbeit befindliche Aufträge,Asset,,,Yes,,K7BA,,,,,,,,,,
7095,In Arbeit befindliche Aufträge,In Arbeit befindliche Aufträge,Asset,,,No,,K7BA03,,,,,,,,,,
K7BA04,Fertige Erzeugnisse und Waren,Fertige Erzeugnisse und Waren,Asset,,,Yes,,K7BA,,,,,,,,,,
7100,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,Yes,,K7BA04,,,,,,,,,,
7110,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,7100,,,,,,,,,,
7140,Waren (Bestand),Waren (Bestand),Asset,,,No,,7100,,,,,,,,,,
K8GVE1,Umsatzerlöse,Umsatzerlöse,Revenue,,,Yes,,K8GVE,,,,,,,,,,
K8GVE11,Umsatzerlöse,Umsatzerlöse,Revenue,,,Yes,,K8GVE1,,,,,,,,,,
8000,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8001,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8002,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8003,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8004,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8005,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8006,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8007,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8008,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8009,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8010,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8011,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8012,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8013,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8014,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8015,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8016,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8017,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8018,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8019,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8020,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8021,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8022,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8023,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8024,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8025,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8026,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8027,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8028,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8029,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8030,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8031,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8032,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8033,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8034,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8035,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8036,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8037,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8038,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8039,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8040,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8041,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8042,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8043,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8044,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8045,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8046,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8047,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8048,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8049,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8050,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8051,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8052,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8053,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8054,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8055,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8056,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8057,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8058,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8059,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8060,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8061,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8062,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8063,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8064,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8065,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8066,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8067,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8068,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8069,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8070,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8071,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8072,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8073,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8074,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8075,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8076,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8077,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8078,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8079,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8080,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8081,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8082,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8083,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8084,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8085,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8086,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
8087,(Zur freien Verfügung),(Zur freien Verfügung),Revenue,,,No,,K8GVE11,,,,,,,,,,
